,0,1,2,3,4,5
169,42.0,17.0,35.0,69.0,15.0,69.0
170,48.0,20.0,37.0,90.0,14.0,90.0
171,61.0,20.0,51.0,60.0,15.0,61.0
172,84.0,19.0,73.0,47.0,22.0,84.0
173,70.0,20.0,47.0,54.0,17.0,70.0
174,52.0,18.0,33.0,36.0,9.0,52.0
175,54.0,18.0,56.0,35.0,8.0,56.0
176,15.0,16.0,26.0,35.0,4.0,35.0
177,13.0,15.0,24.0,44.0,5.0,44.0
178,39.0,17.0,53.0,45.0,14.0,53.0
179,27.0,16.0,30.0,59.0,10.0,59.0
180,20.0,15.0,25.0,50.0,6.0,50.0
181,28.0,18.0,42.0,48.0,12.0,48.0
182,41.0,19.0,28.0,45.0,9.0,45.0
183,31.0,18.0,28.0,44.0,9.0,44.0
184,39.0,18.0,31.0,64.0,10.0,64.0
185,51.0,18.0,29.0,86.0,14.0,86.0
186,53.0,17.0,33.0,93.0,15.0,93.0
187,65.0,22.0,45.0,121.0,18.0,121.0
188,79.0,19.0,70.0,103.0,25.0,103.0
189,51.0,18.0,33.0,93.0,11.0,93.0
190,29.0,17.0,33.0,58.0,10.0,58.0
191,45.0,21.0,9.2,33.2,15.4,45.0
192,38.0,24.4,11.8,20.8,10.0,38.0
193,52.0,20.0,39.0,107.0,18.0,107.0
194,59.0,23.0,39.0,94.0,15.0,94.0
195,67.0,20.0,52.0,46.0,19.0,67.0
196,60.0,20.0,44.0,69.0,19.0,69.0
197,51.0,19.0,35.0,109.0,10.0,109.0
198,72.0,20.0,48.0,87.0,20.0,87.0
199,69.0,25.0,41.0,153.0,15.0,153.0
200,57.0,19.0,39.0,86.0,19.0,86.0
201,44.0,16.0,32.0,98.0,12.0,98.0
202,52.0,18.0,39.0,94.0,19.0,94.0
203,50.0,17.0,33.0,77.0,14.0,77.0
204,50.0,16.0,40.0,94.0,16.0,94.0
205,50.0,18.0,35.0,75.0,17.0,75.0
206,48.0,21.0,42.0,60.0,18.0,60.0
207,55.0,19.0,38.0,118.0,15.0,118.0
208,53.0,19.0,35.0,90.0,12.0,90.0
209,32.0,17.0,31.0,56.0,10.0,56.0
210,42.0,17.0,38.0,88.0,14.0,88.0
211,41.0,17.0,32.0,77.0,9.0,77.0
212,52.0,18.0,34.0,71.0,18.0,71.0
213,34.0,19.0,35.0,57.0,7.8,57.0
214,36.0,19.0,33.0,107.0,10.2,107.0
215,52.0,20.0,35.0,85.0,7.4,85.0
216,62.0,21.0,37.0,69.0,10.0,69.0
217,61.0,20.0,39.0,60.0,8.0,61.0
218,72.0,22.0,40.0,49.0,11.0,72.0
219,59.0,22.0,38.0,89.0,15.0,89.0
220,63.0,18.0,39.0,97.0,9.0,97.0
221,49.0,17.0,32.0,73.0,9.0,73.0
222,59.0,18.0,31.0,81.0,9.0,81.0
223,61.0,22.0,33.0,63.0,9.0,63.0
224,59.0,18.0,28.0,45.0,7.0,59.0
225,68.0,17.0,35.0,112.0,10.0,112.0
226,69.0,19.0,38.0,108.0,9.0,108.0
227,57.0,20.0,34.0,87.0,6.0,87.0
228,47.0,20.0,35.0,98.0,7.0,98.0
229,54.0,23.0,34.0,86.0,7.0,86.0
230,53.0,20.0,31.0,59.0,4.0,59.0
231,47.0,18.0,30.0,88.0,4.0,88.0
232,54.0,22.0,32.0,76.0,8.0,76.0
233,61.0,21.0,42.0,102.0,9.0,102.0
234,75.0,22.0,42.0,98.0,10.0,98.0
235,61.0,19.0,37.0,60.0,9.0,61.0
236,47.0,19.0,31.0,61.0,4.0,61.0
237,57.0,25.0,37.0,50.0,9.0,57.0
238,58.0,21.0,37.0,42.0,6.0,58.0
239,59.0,20.0,35.0,41.0,7.0,59.0
240,59.0,22.0,36.0,131.0,8.0,131.0
241,57.0,19.0,34.0,60.0,16.0,60.0
242,54.0,19.0,31.0,64.0,11.0,64.0
243,53.0,19.0,27.0,74.0,6.0,74.0
244,58.0,20.0,29.0,87.0,4.0,87.0
245,66.0,20.0,39.0,73.0,7.0,73.0
246,62.0,20.0,35.0,147.0,7.0,147.0
247,61.0,19.0,28.6,75.0,11.4,75.0
248,54.0,18.0,39.0,62.0,10.0,62.0
249,27.2,21.0,37.0,45.0,12.0,45.0
250,57.0,22.0,26.0,64.0,8.0,64.0
251,57.0,23.0,34.0,71.0,10.0,71.0
252,52.0,18.0,27.0,84.0,4.0,84.0
253,53.0,18.0,29.0,95.0,9.0,95.0
254,56.0,17.0,37.0,77.0,8.0,77.0
255,54.0,19.0,30.0,100.0,9.0,100.0
256,67.0,22.0,36.0,119.0,9.0,119.0
257,65.0,21.0,31.0,93.0,10.0,93.0
258,61.0,20.0,24.0,73.0,6.0,73.0
259,57.0,19.0,26.0,78.0,8.0,78.0
260,55.0,21.0,25.0,46.0,9.0,55.0
261,52.0,20.0,22.0,77.0,7.0,77.0
262,52.0,18.0,28.0,72.0,8.0,72.0
263,50.0,18.0,25.0,60.0,11.0,60.0
264,61.0,20.0,26.0,148.0,6.0,148.0
265,65.2,21.0,31.0,121.0,11.0,121.0
266,63.2,20.0,26.0,86.0,6.0,86.0
267,65.8,20.0,25.0,85.0,7.0,85.0
268,36.8,19.0,30.0,52.0,9.0,52.0
269,62.0,18.0,27.0,30.0,6.0,62.0
270,58.0,18.0,52.0,117.0,14.0,117.0
271,59.0,22.0,39.0,89.0,13.0,89.0
272,48.0,19.0,39.0,61.0,12.0,61.0
273,43.0,18.0,34.0,47.0,4.0,47.0
274,43.0,18.0,47.0,57.0,13.0,57.0
275,45.0,17.0,43.0,66.0,14.0,66.0
276,53.0,19.0,41.0,78.0,10.0,78.0
277,24.2,19.0,40.0,56.0,9.0,56.0
278,14.0,21.0,40.0,51.0,9.0,51.0
279,54.4,18.0,39.0,99.0,7.0,99.0
280,47.8,18.0,26.8,64.0,8.8,64.0
281,52.4,18.0,38.0,79.0,6.0,79.0
282,40.2,18.0,40.0,65.0,11.0,65.0
283,60.0,19.0,40.0,107.0,8.0,107.0
284,59.4,18.0,39.0,103.0,8.0,103.0
285,60.4,18.0,39.0,131.0,10.0,131.0
286,48.8,18.0,32.0,86.0,5.0,86.0
287,58.2,20.0,30.0,103.0,4.0,103.0
288,40.2,21.0,31.0,54.0,5.0,54.0
289,50.2,21.0,47.0,88.0,11.0,88.0
290,63.6,21.0,31.0,123.0,7.0,123.0
291,50.0,19.0,44.0,75.0,13.0,75.0
292,65.8,18.0,43.0,168.0,9.0,168.0
293,66.4,20.0,53.0,128.0,14.0,128.0
294,56.2,18.0,39.0,86.0,8.0,86.0
295,49.6,20.0,37.0,89.0,7.0,89.0
296,51.0,19.0,49.0,61.0,14.0,61.0
297,54.0,19.0,38.0,67.0,8.0,67.0
298,33.4,20.0,32.0,43.0,6.0,43.0
299,64.6,22.0,33.0,126.0,13.0,126.0
300,41.8,19.0,37.0,87.0,9.0,87.0
301,55.0,19.0,52.0,90.0,11.0,90.0
302,61.4,19.0,39.0,95.0,7.0,95.0
303,41.8,18.0,32.0,89.0,5.0,89.0
304,74.4,22.0,33.0,144.0,7.0,144.0
305,63.8,22.0,37.0,122.0,10.0,122.0
306,66.4,21.0,32.0,160.0,8.0,160.0
307,48.0,19.0,34.0,91.0,6.0,91.0
308,56.6,18.0,43.0,81.0,10.0,81.0
309,49.2,18.0,32.0,62.0,8.0,62.0
310,25.4,18.0,31.0,40.0,11.0,40.0
311,51.6,19.0,47.0,65.0,17.0,65.0
312,48.0,21.0,34.0,58.0,8.0,58.0
313,40.0,20.0,45.0,100.0,13.0,100.0
314,64.6,21.0,35.0,125.0,10.0,125.0
315,52.8,19.0,33.0,75.0,6.0,75.0
316,39.0,18.0,37.0,62.0,8.0,62.0
317,58.0,18.0,42.0,93.0,13.0,93.0
318,47.0,20.0,32.0,98.0,11.0,98.0
319,59.0,23.0,30.0,103.0,9.0,103.0
320,57.0,19.0,57.0,84.0,25.0,84.0
321,53.0,21.0,31.0,110.0,10.0,110.0
322,56.0,18.0,36.0,85.0,8.0,85.0
323,52.0,19.0,34.0,96.0,12.0,96.0
324,51.0,19.0,35.0,153.0,6.0,153.0
325,56.0,20.0,41.0,83.0,11.0,83.0
326,53.0,19.0,48.0,62.0,12.0,62.0
327,26.0,18.0,29.0,23.0,3.0,29.0
328,29.0,19.0,30.0,24.0,5.0,30.0
329,16.0,20.0,25.0,25.0,2.0,25.0
330,13.0,17.0,26.0,24.0,3.0,26.0
331,17.0,17.0,26.0,22.0,3.0,26.0
332,17.0,18.0,25.0,36.0,5.2,36.0
333,25.0,20.0,32.0,43.0,10.0,43.0
334,14.0,20.0,23.0,19.0,3.0,23.0
335,26.0,19.0,30.0,19.0,5.0,30.0
336,33.0,18.0,31.0,26.0,3.0,33.0
337,19.0,19.0,25.0,30.0,3.6,30.0
338,28.0,18.0,27.0,27.0,4.0,28.0
339,31.0,19.0,29.0,49.0,6.0,49.0
340,32.0,22.0,29.0,52.0,7.0,52.0
341,23.0,22.0,27.0,46.0,4.0,46.0
342,25.0,20.0,29.0,39.0,5.0,39.0
343,14.0,18.0,25.0,22.0,2.0,25.0
344,24.0,19.0,27.0,29.0,3.0,29.0
345,20.0,18.0,36.0,29.0,9.0,36.0
346,19.0,18.0,38.0,19.0,10.0,38.0
347,22.0,20.0,28.0,37.0,4.0,37.0
348,26.0,19.0,27.0,30.0,3.0,30.0
349,46.0,25.0,38.0,25.0,10.0,46.0
350,28.0,20.0,31.0,25.0,11.0,31.0
351,30.0,23.0,30.0,26.0,8.0,30.0
352,27.0,19.0,27.0,33.0,6.0,33.0
353,37.0,20.0,31.0,32.0,9.0,37.0
354,37.0,20.0,28.0,35.0,9.0,37.0
355,27.0,20.0,37.0,35.0,10.0,37.0
356,31.0,21.0,27.0,32.0,9.0,32.0
357,28.0,22.0,29.0,24.0,5.0,29.0
358,18.0,18.0,26.0,19.0,3.4,26.0
359,19.0,20.0,26.0,32.0,3.4,32.0
360,21.0,21.0,26.0,30.0,4.0,30.0
361,29.0,23.0,26.0,46.0,5.0,46.0
362,55.0,28.0,38.0,47.0,10.0,55.0
363,51.0,26.0,31.0,49.0,8.0,51.0
364,52.0,23.0,40.0,33.0,8.0,52.0
365,45.0,19.0,38.0,20.0,4.0,45.0
366,11.0,17.0,24.0,16.0,3.4,24.0
367,40.0,21.0,35.0,45.0,11.0,45.0
368,36.0,20.0,34.0,9.0,8.0,36.0
369,31.0,18.0,26.0,9.0,5.0,31.0
370,15.0,18.0,22.0,31.0,3.0,31.0
371,18.0,19.0,7.0,46.0,4.0,46.0
372,47.0,27.0,13.0,73.0,11.0,73.0
373,29.0,24.0,16.0,61.0,10.0,61.0
374,60.2,26.0,11.0,95.0,8.0,95.0
375,46.0,37.0,7.0,81.0,11.0,81.0
376,32.0,25.0,22.4,83.0,13.0,83.0
377,43.0,28.0,24.0,93.0,12.0,93.0
378,33.0,23.0,23.0,73.0,8.0,73.0
379,20.0,21.0,4.0,70.0,7.0,70.0
380,18.0,46.0,10.0,61.0,2.0,61.0
381,30.0,46.0,9.0,60.0,3.0,60.0
382,33.0,47.0,13.0,56.0,4.0,56.0
383,32.0,42.0,27.0,48.0,5.0,48.0
384,16.0,40.0,10.0,38.0,2.0,40.0
385,19.0,40.0,18.0,40.0,2.0,40.0
386,20.0,38.0,11.0,32.0,2.0,38.0
387,18.0,42.0,16.0,57.0,2.8,57.0
388,31.0,47.0,21.0,86.0,2.0,86.0
389,19.0,41.0,22.0,51.0,2.0,51.0
390,17.0,41.0,17.0,41.0,2.0,41.0
391,19.0,44.0,16.0,63.0,2.0,63.0
392,29.0,43.0,20.0,45.0,3.0,45.0
393,16.0,41.0,18.0,39.0,2.0,41.0
394,17.0,41.0,22.0,41.0,2.0,41.0
395,16.0,42.0,21.0,58.0,1.0,58.0
396,34.0,43.0,32.0,73.0,3.0,73.0
397,46.0,45.0,34.0,61.0,4.0,61.0
398,35.0,38.0,21.0,59.0,3.0,59.0
399,27.0,36.0,28.0,57.0,3.0,57.0
400,24.0,35.0,28.0,66.0,3.0,66.0
401,40.0,40.0,59.0,75.0,6.0,75.0
402,37.0,38.0,38.0,89.0,4.0,89.0
403,39.0,22.8,35.0,89.0,6.2,89.0
404,53.0,17.8,88.0,65.0,10.6,88.0
405,32.0,8.0,34.0,58.0,8.4,58.0
406,33.0,16.0,24.0,56.0,7.8,56.0
407,44.0,14.8,43.0,70.0,10.4,70.0
408,50.0,10.0,25.0,75.0,5.0,75.0
409,44.0,11.0,27.0,80.0,6.0,80.0
410,46.0,12.0,63.0,58.0,5.0,63.0
411,19.0,7.0,17.0,68.0,3.0,68.0
412,34.0,10.0,23.0,48.0,3.0,48.0
413,28.0,10.0,23.0,80.0,2.0,80.0
414,24.0,11.0,20.0,65.0,4.0,65.0
415,52.0,32.0,35.0,62.0,7.0,62.0
416,39.0,9.0,22.0,65.0,2.0,65.0
417,52.0,14.0,66.0,38.0,5.0,66.0
418,63.0,21.0,88.0,42.0,5.0,88.0
419,26.0,10.0,22.0,74.0,3.0,74.0
420,23.0,6.0,20.0,91.0,3.0,91.0
421,31.0,10.0,33.0,80.0,4.0,80.0
422,33.0,9.0,42.0,60.0,4.0,60.0
423,39.0,11.0,56.0,56.0,4.0,56.0
424,51.0,13.0,40.0,126.0,5.0,126.0
425,44.0,8.0,34.0,132.0,4.0,132.0
426,53.0,15.0,37.0,109.0,5.0,109.0
427,56.0,13.0,64.0,194.0,5.0,194.0
428,48.0,10.0,48.0,79.0,3.0,79.0
429,48.0,25.0,30.0,98.0,4.0,98.0
430,44.0,11.0,48.0,68.0,3.0,68.0
431,33.0,13.0,47.0,107.0,3.0,107.0
432,52.0,15.0,59.0,81.0,4.0,81.0
433,25.0,18.0,22.0,51.0,4.0,51.0
434,30.0,18.0,11.0,63.0,3.0,63.0
435,26.0,15.0,12.0,46.0,4.0,46.0
436,25.0,28.0,6.0,49.0,2.0,49.0
437,48.0,25.0,12.0,83.0,7.4,83.0
438,54.0,13.0,23.0,110.0,13.8,110.0
439,44.0,17.0,13.0,191.0,9.2,191.0
440,57.0,13.0,18.0,155.0,5.0,155.0
441,65.0,13.0,54.0,195.0,6.8,195.0
442,36.0,14.0,10.0,156.0,5.0,156.0
443,30.0,12.0,10.0,202.0,9.8,202.0
444,55.0,31.6,18.2,33.0,20.8,55.0
445,23.0,11.0,6.4,12.8,3.2,23.0
446,64.0,14.0,49.0,94.0,4.0,94.0
447,59.0,21.0,12.0,52.0,5.0,59.0
448,28.0,9.0,7.0,63.0,2.0,63.0
449,32.0,11.0,18.0,74.0,4.0,74.0
450,27.0,15.0,6.0,59.0,2.0,59.0
451,47.0,14.0,10.0,102.0,5.0,102.0
452,68.0,14.0,19.0,113.0,5.0,113.0
453,48.0,15.0,34.0,89.0,4.0,89.0
454,39.0,11.0,4.0,67.0,6.8,67.0
455,29.0,10.0,4.0,57.0,4.8,57.0
456,33.0,15.0,8.0,57.0,1.0,57.0
457,45.0,15.0,14.0,80.0,4.0,80.0
458,14.0,15.0,8.0,96.0,4.0,96.0
459,62.0,23.0,26.0,202.0,8.0,202.0
460,45.0,17.0,10.0,144.0,5.0,144.0
461,62.0,18.0,26.0,47.4,5.0,62.0
462,45.0,11.0,9.0,41.6,3.0,45.0
463,34.0,19.0,17.0,24.6,5.0,34.0
464,47.0,15.0,13.0,66.0,5.0,66.0
465,54.0,15.0,15.0,89.0,4.0,89.0
466,53.0,17.0,8.0,57.0,4.0,57.0
467,41.0,20.0,8.0,121.0,4.0,121.0
468,45.0,11.0,10.0,141.0,4.0,141.0
469,57.0,11.0,15.0,168.0,3.0,168.0
470,61.0,12.0,17.0,185.0,4.0,185.0
471,60.0,10.0,15.0,142.0,6.0,142.0
472,66.0,13.0,24.0,62.0,6.0,66.0
473,68.0,13.0,24.0,133.0,6.0,133.0
474,50.0,12.0,16.0,92.0,5.0,92.0
475,66.0,14.0,27.0,162.0,6.0,162.0
476,66.0,14.0,21.0,117.0,6.0,117.0
477,51.0,10.0,19.0,84.0,5.0,84.0
478,56.0,16.0,27.0,90.0,10.0,90.0
479,61.0,16.0,28.0,35.0,4.0,61.0
480,62.0,30.0,34.0,56.0,8.0,62.0
481,47.0,15.0,15.0,48.0,4.0,48.0
482,38.0,16.0,14.0,96.0,5.0,96.0
483,65.0,13.0,20.0,120.0,5.0,120.0
484,48.56402737047898,21.195134061569018,20.562440419447093,66.21529745042493,13.211885046273746,78.65632346027269
485,56.0,20.0,10.0,101.0,5.0,101.0
486,64.0,18.0,18.0,183.0,5.0,183.0
487,75.0,20.0,22.0,166.0,5.0,166.0
488,85.0,19.0,24.0,164.0,8.0,164.0
489,78.0,19.0,22.0,137.0,6.0,137.0
490,62.0,22.0,8.0,109.0,4.0,109.0
491,56.0,23.0,11.0,77.0,6.0,77.0
492,61.0,22.0,14.0,204.0,6.0,204.0
493,67.0,20.0,15.0,156.0,6.0,156.0
494,61.0,20.0,9.0,107.0,5.0,107.0
495,62.0,23.0,12.0,83.0,5.0,83.0
496,66.0,25.0,21.0,144.0,6.0,144.0
497,78.0,18.0,23.0,131.0,5.0,131.0
498,72.0,20.0,13.0,178.0,4.0,178.0
499,84.0,20.0,25.0,143.0,5.0,143.0
500,75.0,20.0,16.0,151.0,5.0,151.0
501,63.0,16.0,12.0,78.0,5.0,78.0
502,78.0,19.0,26.0,86.0,6.0,86.0
503,54.0,16.0,11.0,102.0,4.0,102.0
504,61.0,17.0,17.0,98.0,5.0,98.0
505,60.0,17.0,17.0,185.0,4.0,185.0
506,35.0,19.0,12.0,80.0,4.0,80.0
507,44.0,20.0,7.0,74.0,4.0,74.0
508,31.0,18.0,11.0,94.0,5.0,94.0
509,66.0,22.0,17.0,92.0,7.0,92.0
510,62.0,28.0,18.0,119.0,7.0,119.0
511,61.0,21.0,17.0,156.0,6.0,156.0
512,81.0,16.0,32.0,116.0,6.0,116.0
513,69.0,26.0,21.0,118.0,6.0,118.0
514,76.0,19.0,24.0,191.0,5.0,191.0
515,75.0,18.0,21.0,144.0,5.0,144.0
516,65.0,18.0,30.0,115.0,7.0,115.0
517,59.0,17.0,14.0,86.0,5.0,86.0
518,62.0,19.0,13.0,145.0,4.0,145.0
519,60.0,20.0,11.0,125.0,5.0,125.0
520,52.0,24.0,10.0,146.0,4.0,146.0
521,62.0,17.0,16.0,133.0,5.0,133.0
522,61.0,19.0,21.0,179.0,6.0,179.0
523,58.0,16.0,16.0,162.0,5.0,162.0
524,74.0,17.0,34.0,167.0,9.0,167.0
525,62.0,14.0,28.0,196.0,5.0,196.0
526,57.0,19.0,14.0,156.0,3.0,156.0
527,67.0,16.0,18.0,150.0,5.0,150.0
528,56.0,13.0,27.0,163.0,5.0,163.0
529,52.0,15.0,18.0,144.0,5.0,144.0
530,60.0,16.0,21.0,120.0,4.0,120.0
531,52.0,15.0,31.0,116.0,6.0,116.0
532,46.0,20.0,11.0,88.0,3.0,88.0
533,39.0,18.0,10.0,75.0,3.0,75.0
534,44.0,19.0,13.0,97.0,3.0,97.0
535,53.0,18.0,16.0,86.0,4.0,86.0
